Mod:Item:MetaData, Localized Name
tconstruct:excavator_head:0, Vibranium Excavator Head
tconstruct:excavator_head:0, Terrax Excavator Head
tconstruct:excavator_head:0, Palladium Excavator Head
tconstruct:excavator_head:0, Uru Excavator Head
tconstruct:excavator_head:0, Eezo Excavator Head
tconstruct:excavator_head:0, Basalt Excavator Head
tconstruct:excavator_head:0, Triberium Excavator Head
tconstruct:excavator_head:0, Fractum Excavator Head
tconstruct:excavator_head:0, Violium Excavator Head
tconstruct:excavator_head:0, Proxii Excavator Head
tconstruct:excavator_head:0, Tritonite Excavator Head
tconstruct:excavator_head:0, Ignitz Excavator Head
tconstruct:excavator_head:0, Imperomite Excavator Head
tconstruct:excavator_head:0, Solarium Excavator Head
tconstruct:excavator_head:0, Nihilite Excavator Head
tconstruct:excavator_head:0, Adamant Excavator Head
tconstruct:excavator_head:0, Dyonite Excavator Head
tconstruct:excavator_head:0, Nucleum Excavator Head
tconstruct:excavator_head:0, Lumix Excavator Head
tconstruct:excavator_head:0, Seismum Excavator Head
tconstruct:excavator_head:0, Astrium Excavator Head
tconstruct:excavator_head:0, Niob Excavator Head
tconstruct:excavator_head:0, Yrdeen Excavator Head
tconstruct:excavator_head:0, Meteorite Excavator Head
tconstruct:excavator_head:0, Obsidiorite Excavator Head
tconstruct:excavator_head:0, Wrought Iron Excavator Head
tconstruct:excavator_head:0, Prosperity Shard Excavator Head
tconstruct:excavator_head:0, Soulium Excavator Head
tconstruct:excavator_head:0, Base Essence Excavator Head
tconstruct:excavator_head:0, Inferium Excavator Head
tconstruct:excavator_head:0, Prudentium Excavator Head
tconstruct:excavator_head:0, Intermedium Excavator Head
tconstruct:excavator_head:0, Superium Excavator Head
tconstruct:excavator_head:0, Supremium Excavator Head
tconstruct:excavator_head:0, Boron Excavator Head
tconstruct:excavator_head:0, Tough Alloy Excavator Head
tconstruct:excavator_head:0, Hard Carbon Excavator Head
tconstruct:excavator_head:0, Boron Nitride Excavator Head
tconstruct:excavator_head:0, Thorium Excavator Head
tconstruct:excavator_head:0, Uranium Excavator Head
tconstruct:excavator_head:0, Magnesium Excavator Head
tconstruct:excavator_head:0, Chocolate Excavator Head
tconstruct:excavator_head:0, Plastic Excavator Head
tconstruct:excavator_head:0, Pink Slime Excavator Head
tconstruct:excavator_head:0, Reinforced Pink Slime Excavator Head
tconstruct:excavator_head:0, Enderium Excavator Head
tconstruct:excavator_head:0, Platinum Excavator Head
tconstruct:excavator_head:0, Mithril Excavator Head
tconstruct:excavator_head:0, Signalum Excavator Head
tconstruct:excavator_head:0, Lumium Excavator Head
tconstruct:excavator_head:0, Tin Excavator Head
tconstruct:excavator_head:0, Brass Excavator Head
tconstruct:excavator_head:0, Aluminum Excavator Head
tconstruct:excavator_head:0, Zinc Excavator Head
tconstruct:excavator_head:0, Manasteel Excavator Head
tconstruct:excavator_head:0, Terrasteel Excavator Head
tconstruct:excavator_head:0, Elementium Excavator Head
tconstruct:excavator_head:0, Gaia Spirit Excavator Head
tconstruct:excavator_head:0, Yellorium Excavator Head
tconstruct:excavator_head:0, Cyanite Excavator Head
tconstruct:excavator_head:0, Blutonium Excavator Head
tconstruct:excavator_head:0, Ludicrite Excavator Head
tconstruct:excavator_head:0, Quartz Enriched Iron Excavator Head
tconstruct:excavator_head:0, Draconium Excavator Head
tconstruct:excavator_head:0, Wyvern Draconium Excavator Head
tconstruct:excavator_head:0, Awakened Draconium Excavator Head
tconstruct:excavator_head:0, Chaotic Draconium Excavator Head
tconstruct:excavator_head:0, Psimetal Excavator Head
tconstruct:excavator_head:0, Ivory Psimetal Excavator Head
tconstruct:excavator_head:0, Ebony Psimetal Excavator Head
tconstruct:excavator_head:0, Dark Matter Excavator Head
tconstruct:excavator_head:0, Red Matter Excavator Head
tconstruct:excavator_head:0, Fluxed Electrum Excavator Head
tconstruct:excavator_head:0, Refined Iron Excavator Head
tconstruct:excavator_head:0, Tungsten Excavator Head
tconstruct:excavator_head:0, Chrome Excavator Head
tconstruct:excavator_head:0, Advanced Alloy Excavator Head
tconstruct:excavator_head:0, Yellow Garnet Excavator Head
tconstruct:excavator_head:0, Red Garnet Excavator Head
tconstruct:excavator_head:0, Rubber Excavator Head
tconstruct:excavator_head:0, Certus Quartz Excavator Head
tconstruct:excavator_head:0, Fluix Crystal Excavator Head
tconstruct:excavator_head:0, Insanium Excavator Head
tconstruct:excavator_head:0, Cheese Excavator Head
tconstruct:excavator_head:0, Plague Metal Excavator Head
tconstruct:excavator_head:0, Ruby Excavator Head
tconstruct:excavator_head:0, Garnet Excavator Head
tconstruct:excavator_head:0, Topaz Excavator Head
tconstruct:excavator_head:0, Amber Excavator Head
tconstruct:excavator_head:0, Heliodor Excavator Head
tconstruct:excavator_head:0, Peridot Excavator Head
tconstruct:excavator_head:0, Green Sapphire Excavator Head
tconstruct:excavator_head:0, Indicolite Excavator Head
tconstruct:excavator_head:0, Aquamarine Excavator Head
tconstruct:excavator_head:0, Sapphire Excavator Head
tconstruct:excavator_head:0, Iolite Excavator Head
tconstruct:excavator_head:0, Amethyst Excavator Head
tconstruct:excavator_head:0, Agate Excavator Head
tconstruct:excavator_head:0, Morganite Excavator Head
tconstruct:excavator_head:0, Onyx Excavator Head
tconstruct:excavator_head:0, Opal Excavator Head
tconstruct:excavator_head:0, Carnelian Excavator Head
tconstruct:excavator_head:0, Spinel Excavator Head
tconstruct:excavator_head:0, Citrine Excavator Head
tconstruct:excavator_head:0, Jasper Excavator Head
tconstruct:excavator_head:0, Golden Beryl Excavator Head
tconstruct:excavator_head:0, Moldavite Excavator Head
tconstruct:excavator_head:0, Malachite Excavator Head
tconstruct:excavator_head:0, Turquoise Excavator Head
tconstruct:excavator_head:0, Moonstone Excavator Head
tconstruct:excavator_head:0, Blue Topaz Excavator Head
tconstruct:excavator_head:0, Tanzanite Excavator Head
tconstruct:excavator_head:0, Violet Sapphire Excavator Head
tconstruct:excavator_head:0, Lepidolite Excavator Head
tconstruct:excavator_head:0, Ametrine Excavator Head
tconstruct:excavator_head:0, Black Diamond Excavator Head
tconstruct:excavator_head:0, Alexandrite Excavator Head
tconstruct:excavator_head:0, Pyrope Excavator Head
tconstruct:excavator_head:0, Coral Excavator Head
tconstruct:excavator_head:0, Sunstone Excavator Head
tconstruct:excavator_head:0, Cat's Eye Excavator Head
tconstruct:excavator_head:0, Zircon Excavator Head
tconstruct:excavator_head:0, Jade Excavator Head
tconstruct:excavator_head:0, Chrysoprase Excavator Head
tconstruct:excavator_head:0, Apatite Excavator Head
tconstruct:excavator_head:0, Fluorite Excavator Head
tconstruct:excavator_head:0, Kyanite Excavator Head
tconstruct:excavator_head:0, Sodalite Excavator Head
tconstruct:excavator_head:0, Ammolite Excavator Head
tconstruct:excavator_head:0, Kunzite Excavator Head
tconstruct:excavator_head:0, Rose Quartz Excavator Head
tconstruct:excavator_head:0, Tektite Excavator Head
tconstruct:excavator_head:0, Pearl Excavator Head
tconstruct:excavator_head:0, Supercharged Ruby Excavator Head
tconstruct:excavator_head:0, Supercharged Garnet Excavator Head
tconstruct:excavator_head:0, Supercharged Topaz Excavator Head
tconstruct:excavator_head:0, Supercharged Amber Excavator Head
tconstruct:excavator_head:0, Supercharged Heliodor Excavator Head
tconstruct:excavator_head:0, Supercharged Peridot Excavator Head
tconstruct:excavator_head:0, Supercharged Green Sapphire Excavator Head
tconstruct:excavator_head:0, Supercharged Indicolite Excavator Head
tconstruct:excavator_head:0, Supercharged Aquamarine Excavator Head
tconstruct:excavator_head:0, Supercharged Sapphire Excavator Head
tconstruct:excavator_head:0, Supercharged Iolite Excavator Head
tconstruct:excavator_head:0, Supercharged Amethyst Excavator Head
tconstruct:excavator_head:0, Supercharged Agate Excavator Head
tconstruct:excavator_head:0, Supercharged Morganite Excavator Head
tconstruct:excavator_head:0, Supercharged Onyx Excavator Head
tconstruct:excavator_head:0, Supercharged Opal Excavator Head
tconstruct:excavator_head:0, Supercharged Carnelian Excavator Head
tconstruct:excavator_head:0, Supercharged Spinel Excavator Head
tconstruct:excavator_head:0, Supercharged Citrine Excavator Head
tconstruct:excavator_head:0, Supercharged Jasper Excavator Head
tconstruct:excavator_head:0, Supercharged Golden Beryl Excavator Head
tconstruct:excavator_head:0, Supercharged Moldavite Excavator Head
tconstruct:excavator_head:0, Supercharged Malachite Excavator Head
tconstruct:excavator_head:0, Supercharged Turquoise Excavator Head
tconstruct:excavator_head:0, Supercharged Moonstone Excavator Head
tconstruct:excavator_head:0, Supercharged Blue Topaz Excavator Head
tconstruct:excavator_head:0, Supercharged Tanzanite Excavator Head
tconstruct:excavator_head:0, Supercharged Violet Sapphire Excavator Head
tconstruct:excavator_head:0, Supercharged Lepidolite Excavator Head
tconstruct:excavator_head:0, Supercharged Ametrine Excavator Head
tconstruct:excavator_head:0, Supercharged Black Diamond Excavator Head
tconstruct:excavator_head:0, Supercharged Alexandrite Excavator Head
tconstruct:excavator_head:0, Supercharged Pyrope Excavator Head
tconstruct:excavator_head:0, Supercharged Coral Excavator Head
tconstruct:excavator_head:0, Supercharged Sunstone Excavator Head
tconstruct:excavator_head:0, Supercharged Cat's Eye Excavator Head
tconstruct:excavator_head:0, Supercharged Zircon Excavator Head
tconstruct:excavator_head:0, Supercharged Jade Excavator Head
tconstruct:excavator_head:0, Supercharged Chrysoprase Excavator Head
tconstruct:excavator_head:0, Supercharged Apatite Excavator Head
tconstruct:excavator_head:0, Supercharged Fluorite Excavator Head
tconstruct:excavator_head:0, Supercharged Kyanite Excavator Head
tconstruct:excavator_head:0, Supercharged Sodalite Excavator Head
tconstruct:excavator_head:0, Supercharged Ammolite Excavator Head
tconstruct:excavator_head:0, Supercharged Kunzite Excavator Head
tconstruct:excavator_head:0, Supercharged Rose Quartz Excavator Head
tconstruct:excavator_head:0, Supercharged Tektite Excavator Head
tconstruct:excavator_head:0, Supercharged Pearl Excavator Head
tconstruct:excavator_head:0, material.skyblock.name Excavator Head
tconstruct:excavator_head:0, material.skyblock2.name Excavator Head
tconstruct:excavator_head:0, Crystalized Excavator Head
tconstruct:excavator_head:0, Mirion Excavator Head
tconstruct:excavator_head:0, Livingwood Excavator Head
tconstruct:excavator_head:0, Elementium Excavator Head
tconstruct:excavator_head:0, Bloodwood Excavator Head
tconstruct:excavator_head:0, Fusewood Excavator Head
tconstruct:excavator_head:0, Ghostwood Excavator Head
tconstruct:excavator_head:0, Darkwood Excavator Head
tconstruct:excavator_head:0, Emerald Excavator Head
tconstruct:excavator_head:0, Wyvern Excavator Head
tconstruct:excavator_head:0, Awakened Excavator Head
tconstruct:excavator_head:0, Chaotic Excavator Head
tconstruct:kama_head:0, Electrical Kama Head
tconstruct:kama_head:0, Energetic Kama Head
tconstruct:kama_head:0, Vibrant Kama Head
tconstruct:kama_head:0, Red Kama Head
tconstruct:kama_head:0, Conductive Kama Head
tconstruct:kama_head:0, Pulsating Kama Head
tconstruct:kama_head:0, Dark Kama Head
tconstruct:kama_head:0, Souled Kama Head
tconstruct:kama_head:0, Kama Head of the End
tconstruct:kama_head:0, Fake-Iron Kama Head
tconstruct:kama_head:0, Naga Scale Kama Head
tconstruct:kama_head:0, Steeleaf Kama Head
tconstruct:kama_head:0, Fiery Kama Head
tconstruct:kama_head:0, Knightly Kama Head
tconstruct:kama_head:0, Wooden Kama Head
tconstruct:kama_head:0, Stone Kama Head
tconstruct:kama_head:0, Flint Kama Head
tconstruct:kama_head:0, Cactus Kama Head
tconstruct:kama_head:0, Bone Kama Head
tconstruct:kama_head:0, Obsidian Kama Head
tconstruct:kama_head:0, Prismarine Kama Head
tconstruct:kama_head:0, End Kama Head
tconstruct:kama_head:0, Sponge Kama Head
tconstruct:kama_head:0, Firewood Kama Head
tconstruct:kama_head:0, Iron Kama Head
tconstruct:kama_head:0, Pig Iron Kama Head
tconstruct:kama_head:0, Knightslime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Magma Slime Kama Head
tconstruct:kama_head:0, Netherrack Kama Head
tconstruct:kama_head:0, Cobalt Kama Head
tconstruct:kama_head:0, Ardite Kama Head
tconstruct:kama_head:0, Manyullyn Kama Head
tconstruct:kama_head:0, Copper Kama Head
tconstruct:kama_head:0, Bronze Kama Head
tconstruct:kama_head:0, Lead Kama Head
tconstruct:kama_head:0, Silver Kama Head
tconstruct:kama_head:0, Electrum Kama Head
tconstruct:kama_head:0, Steel Kama Head
tconstruct:kama_head:0, Magical Wooden Kama Head
tconstruct:kama_head:0, Evil Infused Kama Head
tconstruct:kama_head:0, Enchanted Kama Head
tconstruct:kama_head:0, Demonic Kama Head
tconstruct:kama_head:0, Infused Lava Crystal Kama Head
tconstruct:kama_head:0, Lava Infused Obsidian Kama Head
tconstruct:kama_head:0, Compressed Obsidian Kama Head
tconstruct:kama_head:0, Guardian Kama Head
tconstruct:kama_head:0, Super Star Kama Head
tconstruct:kama_head:0, Ender Dragon Kama Head
tconstruct:kama_head:0, Shadowium Kama Head
tconstruct:kama_head:0, Orichalcos Kama Head
tconstruct:kama_head:0, Dilithium Kama Head
tconstruct:kama_head:0, Tritanium Kama Head
tconstruct:kama_head:0, Radium Kama Head
tconstruct:kama_head:0, Corruption Kama Head
tconstruct:kama_head:0, Blood Infused Wooden Kama Head
tconstruct:kama_head:0, Blood Infused Iron Kama Head
tconstruct:kama_head:0, Treated Wood Kama Head
tconstruct:kama_head:0, Constantan Kama Head
tconstruct:kama_head:0, Alumite Kama Head
tconstruct:kama_head:0, Nickel Kama Head
tconstruct:kama_head:0, Invar Kama Head
tconstruct:kama_head:0, Iridium Kama Head
tconstruct:kama_head:0, Jade Kama Head
tconstruct:kama_head:0, Sapphire Kama Head
tconstruct:kama_head:0, Ruby Kama Head
tconstruct:kama_head:0, Peridot Kama Head
tconstruct:kama_head:0, Malachite Kama Head
tconstruct:kama_head:0, Amber Kama Head
tconstruct:kama_head:0, Topaz Kama Head
tconstruct:kama_head:0, Tanzanite Kama Head
tconstruct:kama_head:0, Amethyst Kama Head
tconstruct:kama_head:0, Osmium Kama Head
tconstruct:kama_head:0, Refined Obsidian Kama Head
tconstruct:kama_head:0, Refined Glowstone Kama Head
tconstruct:kama_head:0, Osgloglas Kama Head
tconstruct:kama_head:0, Osmiridium Kama Head
tconstruct:kama_head:0, Guardian Scale Kama Head
tconstruct:kama_head:0, Lumium Kama Head
tconstruct:kama_head:0, Signalum Kama Head
tconstruct:kama_head:0, Platinum Kama Head
tconstruct:kama_head:0, Enderium Kama Head
tconstruct:kama_head:0, Black Quartz Kama Head
tconstruct:kama_head:0, Void Kama Head
tconstruct:kama_head:0, Enori Kama Head
tconstruct:kama_head:0, Palis Kama Head
tconstruct:kama_head:0, Restonia Kama Head
tconstruct:kama_head:0, Emeradic Kama Head
tconstruct:kama_head:0, Diamatine Kama Head
tconstruct:kama_head:0, Psimetal Kama Head
tconstruct:kama_head:0, Psigem Kama Head
tconstruct:kama_head:0, Infinity Kama Head
tconstruct:kama_head:0, Desh Kama Head
tconstruct:kama_head:0, Titanium Kama Head
tconstruct:kama_head:0, Certus Quartz Kama Head
tconstruct:kama_head:0, Fluix Crystal Kama Head
tconstruct:kama_head:0, Mica Kama Head
tconstruct:kama_head:0, Litherite Kama Head
tconstruct:kama_head:0, Erodium Kama Head
tconstruct:kama_head:0, Kyronite Kama Head
tconstruct:kama_head:0, Pladium Kama Head
tconstruct:kama_head:0, Ionite Kama Head
tconstruct:kama_head:0, Aethium Kama Head
tconstruct:kama_head:0, Thaumium Kama Head
tconstruct:kama_head:0, Starmetal Kama Head
tconstruct:kama_head:0, Tiberium Kama Head
tconstruct:kama_head:0, Aurorium Kama Head
tconstruct:kama_head:0, Prometheum Kama Head
tconstruct:kama_head:0, Duranite Kama Head
tconstruct:kama_head:0, Valyrium Kama Head
tconstruct:kama_head:0, Vibranium Kama Head
tconstruct:kama_head:0, Terrax Kama Head
tconstruct:kama_head:0, Palladium Kama Head
tconstruct:kama_head:0, Uru Kama Head
tconstruct:kama_head:0, Eezo Kama Head
tconstruct:kama_head:0, Basalt Kama Head
tconstruct:kama_head:0, Triberium Kama Head
tconstruct:kama_head:0, Fractum Kama Head
tconstruct:kama_head:0, Violium Kama Head
tconstruct:kama_head:0, Proxii Kama Head
tconstruct:kama_head:0, Tritonite Kama Head
tconstruct:kama_head:0, Ignitz Kama Head
tconstruct:kama_head:0, Imperomite Kama Head
tconstruct:kama_head:0, Solarium Kama Head
tconstruct:kama_head:0, Nihilite Kama Head
tconstruct:kama_head:0, Adamant Kama Head
tconstruct:kama_head:0, Dyonite Kama Head
tconstruct:kama_head:0, Nucleum Kama Head
tconstruct:kama_head:0, Lumix Kama Head
tconstruct:kama_head:0, Seismum Kama Head
tconstruct:kama_head:0, Astrium Kama Head
tconstruct:kama_head:0, Niob Kama Head
tconstruct:kama_head:0, Yrdeen Kama Head
tconstruct:kama_head:0, Meteorite Kama Head
tconstruct:kama_head:0, Obsidiorite Kama Head
tconstruct:kama_head:0, Wrought Iron Kama Head
tconstruct:kama_head:0, Prosperity Shard Kama Head
tconstruct:kama_head:0, Soulium Kama Head
tconstruct:kama_head:0, Base Essence Kama Head
tconstruct:kama_head:0, Inferium Kama Head
tconstruct:kama_head:0, Prudentium Kama Head
tconstruct:kama_head:0, Intermedium Kama Head
tconstruct:kama_head:0, Superium Kama Head
tconstruct:kama_head:0, Supremium Kama Head
tconstruct:kama_head:0, Boron Kama Head
tconstruct:kama_head:0, Tough Alloy Kama Head
tconstruct:kama_head:0, Hard Carbon Kama Head
tconstruct:kama_head:0, Boron Nitride Kama Head
tconstruct:kama_head:0, Thorium Kama Head
tconstruct:kama_head:0, Uranium Kama Head
tconstruct:kama_head:0, Magnesium Kama Head
tconstruct:kama_head:0, Chocolate Kama Head
tconstruct:kama_head:0, Plastic Kama Head
tconstruct:kama_head:0, Pink Slime Kama Head
tconstruct:kama_head:0, Reinforced Pink Slime Kama Head
tconstruct:kama_head:0, Enderium Kama Head
tconstruct:kama_head:0, Platinum Kama Head
tconstruct:kama_head:0, Mithril Kama Head
tconstruct:kama_head:0, Signalum Kama Head
tconstruct:kama_head:0, Lumium Kama Head
tconstruct:kama_head:0, Tin Kama Head
tconstruct:kama_head:0, Brass Kama Head
tconstruct:kama_head:0, Aluminum Kama Head
tconstruct:kama_head:0, Zinc Kama Head
tconstruct:kama_head:0, Manasteel Kama Head
tconstruct:kama_head:0, Terrasteel Kama Head
tconstruct:kama_head:0, Elementium Kama Head
tconstruct:kama_head:0, Gaia Spirit Kama Head
tconstruct:kama_head:0, Yellorium Kama Head
tconstruct:kama_head:0, Cyanite Kama Head
tconstruct:kama_head:0, Blutonium Kama Head
tconstruct:kama_head:0, Ludicrite Kama Head
tconstruct:kama_head:0, Quartz Enriched Iron Kama Head
tconstruct:kama_head:0, Draconium Kama Head
tconstruct:kama_head:0, Wyvern Draconium Kama Head
tconstruct:kama_head:0, Awakened Draconium Kama Head
tconstruct:kama_head:0, Chaotic Draconium Kama Head
tconstruct:kama_head:0, Psimetal Kama Head
tconstruct:kama_head:0, Ivory Psimetal Kama Head
tconstruct:kama_head:0, Ebony Psimetal Kama Head
tconstruct:kama_head:0, Dark Matter Kama Head
tconstruct:kama_head:0, Red Matter Kama Head
tconstruct:kama_head:0, Fluxed Electrum Kama Head
tconstruct:kama_head:0, Refined Iron Kama Head
tconstruct:kama_head:0, Tungsten Kama Head
tconstruct:kama_head:0, Chrome Kama Head
tconstruct:kama_head:0, Advanced Alloy Kama Head
tconstruct:kama_head:0, Yellow Garnet Kama Head
tconstruct:kama_head:0, Red Garnet Kama Head
tconstruct:kama_head:0, Rubber Kama Head
tconstruct:kama_head:0, Certus Quartz Kama Head
tconstruct:kama_head:0, Fluix Crystal Kama Head
tconstruct:kama_head:0, Insanium Kama Head
tconstruct:kama_head:0, Cheese Kama Head
tconstruct:kama_head:0, Plague Metal Kama Head
tconstruct:kama_head:0, Ruby Kama Head
tconstruct:kama_head:0, Garnet Kama Head
tconstruct:kama_head:0, Topaz Kama Head
tconstruct:kama_head:0, Amber Kama Head
tconstruct:kama_head:0, Heliodor Kama Head
tconstruct:kama_head:0, Peridot Kama Head
tconstruct:kama_head:0, Green Sapphire Kama Head
tconstruct:kama_head:0, Indicolite Kama Head
tconstruct:kama_head:0, Aquamarine Kama Head
tconstruct:kama_head:0, Sapphire Kama Head
tconstruct:kama_head:0, Iolite Kama Head
tconstruct:kama_head:0, Amethyst Kama Head
tconstruct:kama_head:0, Agate Kama Head
tconstruct:kama_head:0, Morganite Kama Head
tconstruct:kama_head:0, Onyx Kama Head
tconstruct:kama_head:0, Opal Kama Head
tconstruct:kama_head:0, Carnelian Kama Head
tconstruct:kama_head:0, Spinel Kama Head
tconstruct:kama_head:0, Citrine Kama Head
tconstruct:kama_head:0, Jasper Kama Head
tconstruct:kama_head:0, Golden Beryl Kama Head
tconstruct:kama_head:0, Moldavite Kama Head
tconstruct:kama_head:0, Malachite Kama Head
tconstruct:kama_head:0, Turquoise Kama Head
tconstruct:kama_head:0, Moonstone Kama Head
tconstruct:kama_head:0, Blue Topaz Kama Head
tconstruct:kama_head:0, Tanzanite Kama Head
tconstruct:kama_head:0, Violet Sapphire Kama Head
tconstruct:kama_head:0, Lepidolite Kama Head
tconstruct:kama_head:0, Ametrine Kama Head
tconstruct:kama_head:0, Black Diamond Kama Head
tconstruct:kama_head:0, Alexandrite Kama Head
tconstruct:kama_head:0, Pyrope Kama Head
tconstruct:kama_head:0, Coral Kama Head
tconstruct:kama_head:0, Sunstone Kama Head
tconstruct:kama_head:0, Cat's Eye Kama Head
tconstruct:kama_head:0, Zircon Kama Head
tconstruct:kama_head:0, Jade Kama Head
tconstruct:kama_head:0, Chrysoprase Kama Head
tconstruct:kama_head:0, Apatite Kama Head
tconstruct:kama_head:0, Fluorite Kama Head
tconstruct:kama_head:0, Kyanite Kama Head
tconstruct:kama_head:0, Sodalite Kama Head
tconstruct:kama_head:0, Ammolite Kama Head
tconstruct:kama_head:0, Kunzite Kama Head
tconstruct:kama_head:0, Rose Quartz Kama Head
tconstruct:kama_head:0, Tektite Kama Head
tconstruct:kama_head:0, Pearl Kama Head
tconstruct:kama_head:0, Supercharged Ruby Kama Head
tconstruct:kama_head:0, Supercharged Garnet Kama Head
tconstruct:kama_head:0, Supercharged Topaz Kama Head
tconstruct:kama_head:0, Supercharged Amber Kama Head
tconstruct:kama_head:0, Supercharged Heliodor Kama Head
tconstruct:kama_head:0, Supercharged Peridot Kama Head
tconstruct:kama_head:0, Supercharged Green Sapphire Kama Head
tconstruct:kama_head:0, Supercharged Indicolite Kama Head
tconstruct:kama_head:0, Supercharged Aquamarine Kama Head
tconstruct:kama_head:0, Supercharged Sapphire Kama Head
tconstruct:kama_head:0, Supercharged Iolite Kama Head
tconstruct:kama_head:0, Supercharged Amethyst Kama Head
tconstruct:kama_head:0, Supercharged Agate Kama Head
tconstruct:kama_head:0, Supercharged Morganite Kama Head
tconstruct:kama_head:0, Supercharged Onyx Kama Head
tconstruct:kama_head:0, Supercharged Opal Kama Head
tconstruct:kama_head:0, Supercharged Carnelian Kama Head
tconstruct:kama_head:0, Supercharged Spinel Kama Head
tconstruct:kama_head:0, Supercharged Citrine Kama Head
tconstruct:kama_head:0, Supercharged Jasper Kama Head
tconstruct:kama_head:0, Supercharged Golden Beryl Kama Head
tconstruct:kama_head:0, Supercharged Moldavite Kama Head
tconstruct:kama_head:0, Supercharged Malachite Kama Head
tconstruct:kama_head:0, Supercharged Turquoise Kama Head
tconstruct:kama_head:0, Supercharged Moonstone Kama Head
tconstruct:kama_head:0, Supercharged Blue Topaz Kama Head
tconstruct:kama_head:0, Supercharged Tanzanite Kama Head
tconstruct:kama_head:0, Supercharged Violet Sapphire Kama Head
tconstruct:kama_head:0, Supercharged Lepidolite Kama Head
tconstruct:kama_head:0, Supercharged Ametrine Kama Head
tconstruct:kama_head:0, Supercharged Black Diamond Kama Head
tconstruct:kama_head:0, Supercharged Alexandrite Kama Head
tconstruct:kama_head:0, Supercharged Pyrope Kama Head
tconstruct:kama_head:0, Supercharged Coral Kama Head
tconstruct:kama_head:0, Supercharged Sunstone Kama Head
tconstruct:kama_head:0, Supercharged Cat's Eye Kama Head
tconstruct:kama_head:0, Supercharged Zircon Kama Head
tconstruct:kama_head:0, Supercharged Jade Kama Head
tconstruct:kama_head:0, Supercharged Chrysoprase Kama Head
tconstruct:kama_head:0, Supercharged Apatite Kama Head
tconstruct:kama_head:0, Supercharged Fluorite Kama Head
tconstruct:kama_head:0, Supercharged Kyanite Kama Head
tconstruct:kama_head:0, Supercharged Sodalite Kama Head
tconstruct:kama_head:0, Supercharged Ammolite Kama Head
tconstruct:kama_head:0, Supercharged Kunzite Kama Head
tconstruct:kama_head:0, Supercharged Rose Quartz Kama Head
tconstruct:kama_head:0, Supercharged Tektite Kama Head
tconstruct:kama_head:0, Supercharged Pearl Kama Head
tconstruct:kama_head:0, material.skyblock.name Kama Head
tconstruct:kama_head:0, material.skyblock2.name Kama Head
tconstruct:kama_head:0, Crystalized Kama Head
tconstruct:kama_head:0, Mirion Kama Head
tconstruct:kama_head:0, Livingwood Kama Head
tconstruct:kama_head:0, Elementium Kama Head
tconstruct:kama_head:0, Bloodwood Kama Head
tconstruct:kama_head:0, Fusewood Kama Head
tconstruct:kama_head:0, Ghostwood Kama Head
tconstruct:kama_head:0, Darkwood Kama Head
tconstruct:kama_head:0, Emerald Kama Head
tconstruct:kama_head:0, Wyvern Kama Head
tconstruct:kama_head:0, Awakened Kama Head
tconstruct:kama_head:0, Chaotic Kama Head
tconstruct:scythe_head:0, Electrical Scythe Head
tconstruct:scythe_head:0, Energetic Scythe Head
tconstruct:scythe_head:0, Vibrant Scythe Head
tconstruct:scythe_head:0, Red Scythe Head
tconstruct:scythe_head:0, Conductive Scythe Head
tconstruct:scythe_head:0, Pulsating Scythe Head
tconstruct:scythe_head:0, Dark Scythe Head
tconstruct:scythe_head:0, Souled Scythe Head
tconstruct:scythe_head:0, Scythe Head of the End
tconstruct:scythe_head:0, Fake-Iron Scythe Head
tconstruct:scythe_head:0, Naga Scale Scythe Head
tconstruct:scythe_head:0, Steeleaf Scythe Head
tconstruct:scythe_head:0, Fiery Scythe Head
tconstruct:scythe_head:0, Knightly Scythe Head
tconstruct:scythe_head:0, Wooden Scythe Head
tconstruct:scythe_head:0, Stone Scythe Head
tconstruct:scythe_head:0, Flint Scythe Head
tconstruct:scythe_head:0, Cactus Scythe Head
tconstruct:scythe_head:0, Bone Scythe Head
tconstruct:scythe_head:0, Obsidian Scythe Head
tconstruct:scythe_head:0, Prismarine Scythe Head
tconstruct:scythe_head:0, End Scythe Head
tconstruct:scythe_head:0, Sponge Scythe Head
tconstruct:scythe_head:0, Firewood Scythe Head
tconstruct:scythe_head:0, Iron Scythe Head
tconstruct:scythe_head:0, Pig Iron Scythe Head
tconstruct:scythe_head:0, Knightslime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Magma Slime Scythe Head
tconstruct:scythe_head:0, Netherrack Scythe Head
tconstruct:scythe_head:0, Cobalt Scythe Head
tconstruct:scythe_head:0, Ardite Scythe Head
tconstruct:scythe_head:0, Manyullyn Scythe Head
tconstruct:scythe_head:0, Copper Scythe Head
tconstruct:scythe_head:0, Bronze Scythe Head
tconstruct:scythe_head:0, Lead Scythe Head
tconstruct:scythe_head:0, Silver Scythe Head
tconstruct:scythe_head:0, Electrum Scythe Head
tconstruct:scythe_head:0, Steel Scythe Head
tconstruct:scythe_head:0, Magical Wooden Scythe Head
tconstruct:scythe_head:0, Evil Infused Scythe Head
